x y y_analytic yRK4 yRK5 h
4.149 1.3138 0.994283 1.3138 1.3138 1.36607e-06
4.15 1.31418 0.994563 1.31418 1.31418 1.36555e-06
4.151 1.31455 0.994836 1.31455 1.31455 1.36504e-06
4.152 1.31491 0.995103 1.31491 1.31491 1.36454e-06
4.153 1.31526 0.995362 1.31526 1.31526 1.36403e-06
4.154 1.3156 0.995615 1.3156 1.3156 1.36353e-06
4.155 1.31593 0.995861 1.31593 1.31593 1.36304e-06
4.156 1.31625 0.9961 1.31625 1.31625 1.36254e-06
4.157 1.31656 0.996331 1.31656 1.31656 1.36205e-06
4.158 1.31687 0.996556 1.31687 1.31687 1.36157e-06
4.159 1.31716 0.996774 1.31716 1.31716 1.36108e-06
4.16 1.31744 0.996985 1.31744 1.31744 1.3606e-06
4.161 1.31772 0.997189 1.31772 1.31772 1.36013e-06
4.162 1.31798 0.997386 1.31798 1.31798 1.35965e-06
4.163 1.31823 0.997576 1.31823 1.31823 1.35918e-06
4.164 1.31848 0.997759 1.31848 1.31848 1.35872e-06
4.165 1.31871 0.997935 1.31871 1.31871 1.35825e-06
4.166 1.31894 0.998104 1.31894 1.31894 1.35779e-06
4.167 1.31915 0.998265 1.31915 1.31915 1.35734e-06
4.168 1.31936 0.99842 1.31936 1.31936 1.35688e-06
4.169 1.31955 0.998568 1.31955 1.31955 1.35643e-06
4.17 1.31974 0.998708 1.31974 1.31974 1.35599e-06
4.171 1.31991 0.998841 1.31991 1.31992 1.35554e-06
4.172 1.32008 0.998967 1.32008 1.32008 1.3551e-06
4.173 1.32024 0.999086 1.32024 1.32024 1.35466e-06
4.174 1.32038 0.999197 1.32038 1.32038 1.35423e-06
4.175 1.32052 0.999302 1.32052 1.32052 1.3538e-06
4.176 1.32065 0.999399 1.32065 1.32065 1.35337e-06
4.177 1.32077 0.999489 1.32077 1.32077 1.35295e-06
4.178 1.32087 0.999572 1.32087 1.32087 1.35252e-06
4.179 1.32097 0.999647 1.32097 1.32097 1.35211e-06
4.18 1.32106 0.999715 1.32106 1.32106 1.35169e-06
4.181 1.32114 0.999776 1.32114 1.32114 1.35128e-06
4.182 1.32121 0.99983 1.32121 1.32121 1.35087e-06
4.183 1.32126 0.999876 1.32126 1.32126 1.35047e-06
4.184 1.32131 0.999915 1.32131 1.32131 1.35006e-06
4.185 1.32135 0.999947 1.32135 1.32135 1.34966e-06
4.186 1.32138 0.999971 1.32138 1.32138 1.34927e-06
4.187 1.3214 0.999988 1.3214 1.3214 1.34887e-06
4.188 1.3214 0.999998 1.3214 1.3214 1.34848e-06
4.189 1.3214 1 1.3214 1.3214 1.3481e-06
4.19 1.32139 0.999995 1.32139 1.32139 1.34771e-06
4.191 1.32137 0.999982 1.32137 1.32137 1.34733e-06
4.192 1.32134 0.999962 1.32134 1.32134 1.34696e-06
4.193 1.3213 0.999934 1.3213 1.3213 1.34658e-06
4.194 1.32124 0.999899 1.32124 1.32124 1.34621e-06
4.195 1.32118 0.999857 1.32118 1.32118 1.34584e-06
4.196 1.32111 0.999807 1.32111 1.32111 1.34548e-06
4.197 1.32103 0.999749 1.32103 1.32103 1.34512e-06
4.198 1.32094 0.999684 1.32094 1.32094 1.34476e-06
4.199 1.32084 0.999612 1.32084 1.32084 1.3444e-06
4.2 1.32072 0.999532 1.32072 1.32072 1.34405e-06
4.201 1.3206 0.999444 1.3206 1.3206 1.3437e-06
4.202 1.32047 0.999349 1.32047 1.32047 1.34335e-06
4.203 1.32033 0.999247 1.32033 1.32033 1.34301e-06
4.204 1.32017 0.999136 1.32017 1.32017 1.34267e-06
4.205 1.32001 0.999019 1.32001 1.32001 1.34233e-06
4.206 1.31984 0.998893 1.31984 1.31984 1.342e-06
4.207 1.31965 0.99876 1.31965 1.31965 1.34167e-06
4.208 1.31946 0.99862 1.31946 1.31946 1.34134e-06
4.209 1.31926 0.998471 1.31926 1.31926 1.34101e-06
4.21 1.31904 0.998315 1.31904 1.31904 1.34069e-06
4.211 1.31882 0.998152 1.31882 1.31882 1.34037e-06
4.212 1.31859 0.99798 1.31859 1.31859 1.34005e-06
4.213 1.31834 0.997802 1.31834 1.31834 1.33974e-06
4.214 1.31809 0.997615 1.31809 1.31809 1.33943e-06
4.215 1.31782 0.997421 1.31782 1.31782 1.33912e-06
4.216 1.31755 0.997219 1.31755 1.31755 1.33882e-06
4.217 1.31726 0.997009 1.31726 1.31726 1.33852e-06
4.218 1.31697 0.996791 1.31697 1.31697 1.33822e-06
4.219 1.31666 0.996566 1.31666 1.31666 1.33792e-06
4.22 1.31634 0.996333 1.31634 1.31634 1.33763e-06
4.221 1.31602 0.996092 1.31602 1.31602 1.33734e-06
4.222 1.31568 0.995844 1.31568 1.31568 1.33706e-06
4.223 1.31533 0.995588 1.31533 1.31533 1.33677e-06
4.224 1.31497 0.995323 1.31497 1.31497 1.33649e-06
4.225 1.31461 0.995052 1.31461 1.31461 1.33622e-06
4.226 1.31423 0.994772 1.31423 1.31423 1.33594e-06
4.227 1.31384 0.994484 1.31384 1.31384 1.33567e-06
4.228 1.31344 0.994189 1.31344 1.31344 1.3354e-06
4.229 1.31303 0.993886 1.31303 1.31303 1.33514e-06
4.23 1.31261 0.993575 1.31261 1.31261 1.33487e-06
4.231 1.31218 0.993256 1.31218 1.31218 1.33461e-06
4.232 1.31174 0.992929 1.31174 1.31174 1.33436e-06
4.233 1.31129 0.992594 1.31129 1.31129 1.3341e-06
4.234 1.31083 0.992252 1.31083 1.31083 1.33385e-06
4.235 1.31035 0.991901 1.31035 1.31035 1.3336e-06
4.236 1.30987 0.991543 1.30987 1.30987 1.33336e-06
4.237 1.30938 0.991177 1.30938 1.30938 1.33312e-06
4.238 1.30887 0.990802 1.30887 1.30887 1.33288e-06
4.239 1.30836 0.99042 1.30836 1.30836 1.33264e-06
4.24 1.30784 0.99003 1.30784 1.30784 1.33241e-06
4.241 1.3073 0.989632 1.3073 1.3073 1.33218e-06
4.242 1.30675 0.989226 1.30675 1.30675 1.33195e-06
4.243 1.3062 0.988812 1.3062 1.3062 1.33173e-06
4.244 1.30563 0.98839 1.30563 1.30563 1.33151e-06
4.245 1.30505 0.98796 1.30505 1.30505 1.33129e-06
4.246 1.30447 0.987523 1.30447 1.30447 1.33108e-06
4.247 1.30387 0.987077 1.30387 1.30387 1.33086e-06
4.248 1.30326 0.986623 1.30326 1.30326 1.33065e-06
4.249 1.30264 0.986161 1.30264 1.30264 1.33045e-06
4.25 1.30201 0.985691 1.30201 1.30201 1.33024e-06
4.251 1.30137 0.985213 1.30137 1.30137 1.33004e-06
4.252 1.30072 0.984727 1.30072 1.30072 1.32985e-06
4.253 1.30006 0.984233 1.30006 1.30006 1.32965e-06
4.254 1.29938 0.983731 1.29938 1.29938 1.32946e-06
4.255 1.2987 0.983221 1.2987 1.2987 1.32927e-06
4.256 1.29801 0.982703 1.29801 1.29801 1.32908e-06
4.257 1.2973 0.982176 1.2973 1.2973 1.3289e-06
4.258 1.29659 0.981642 1.29659 1.29659 1.32872e-06
4.259 1.29586 0.981099 1.29586 1.29586 1.32854e-06
4.26 1.29513 0.980549 1.29513 1.29513 1.32837e-06
4.261 1.29438 0.97999 1.29438 1.29438 1.3282e-06
4.262 1.29362 0.979423 1.29362 1.29362 1.32803e-06
4.263 1.29285 0.978849 1.29285 1.29285 1.32787e-06
4.264 1.29207 0.978266 1.29207 1.29207 1.3277e-06
4.265 1.29129 0.977675 1.29129 1.29129 1.32754e-06
4.266 1.29048 0.977075 1.29048 1.29049 1.32739e-06
4.267 1.28967 0.976468 1.28967 1.28967 1.32723e-06
4.268 1.28885 0.975852 1.28885 1.28885 1.32708e-06
4.269 1.28802 0.975229 1.28802 1.28802 1.32693e-06
4.27 1.28718 0.974597 1.28718 1.28718 1.32679e-06
4.271 1.28632 0.973957 1.28632 1.28632 1.32665e-06
4.272 1.28546 0.973309 1.28546 1.28546 1.32651e-06
4.273 1.28458 0.972653 1.28458 1.28458 1.32637e-06
4.274 1.2837 0.971988 1.2837 1.2837 1.32624e-06
4.275 1.2828 0.971316 1.2828 1.2828 1.32611e-06
4.276 1.28189 0.970635 1.28189 1.28189 1.32598e-06
4.277 1.28097 0.969946 1.28097 1.28097 1.32586e-06
4.278 1.28004 0.969249 1.28004 1.28004 1.32574e-06
4.279 1.2791 0.968543 1.2791 1.2791 1.32562e-06
4.28 1.27815 0.96783 1.27815 1.27815 1.3255e-06
4.281 1.27719 0.967108 1.27719 1.27719 1.32539e-06
4.282 1.27622 0.966378 1.27622 1.27622 1.32528e-06
4.283 1.27524 0.96564 1.27524 1.27524 1.32518e-06
4.284 1.27424 0.964893 1.27424 1.27424 1.32507e-06
4.285 1.27324 0.964138 1.27324 1.27324 1.32497e-06
4.286 1.27222 0.963376 1.27222 1.27222 1.32487e-06
4.287 1.2712 0.962604 1.2712 1.2712 1.32478e-06
4.288 1.27016 0.961825 1.27016 1.27016 1.32469e-06
4.289 1.26911 0.961037 1.26911 1.26911 1.3246e-06
4.29 1.26805 0.960242 1.26805 1.26805 1.32451e-06
4.291 1.26698 0.959438 1.26698 1.26698 1.32443e-06
4.292 1.2659 0.958625 1.2659 1.2659 1.32435e-06
4.293 1.26481 0.957805 1.26481 1.26481 1.32428e-06
4.294 1.26371 0.956976 1.26371 1.26371 1.3242e-06
4.295 1.26259 0.956139 1.26259 1.26259 1.32413e-06
4.296 1.26147 0.955293 1.26147 1.26147 1.32406e-06
4.297 1.26033 0.95444 1.26033 1.26033 1.324e-06
4.298 1.25919 0.953578 1.25919 1.25919 1.32394e-06
4.299 1.25803 0.952708 1.25803 1.25803 1.32388e-06
4.3 1.25686 0.951829 1.25686 1.25686 1.32382e-06
4.301 1.25568 0.950943 1.25568 1.25569 1.32377e-06
4.302 1.2545 0.950048 1.2545 1.2545 1.32372e-06
4.303 1.25329 0.949144 1.25329 1.2533 1.32367e-06
4.304 1.25208 0.948233 1.25208 1.25208 1.32363e-06
4.305 1.25086 0.947313 1.25086 1.25086 1.32359e-06
4.306 1.24963 0.946385 1.24963 1.24963 1.32355e-06
4.307 1.24838 0.945449 1.24838 1.24838 1.32352e-06
4.308 1.24713 0.944504 1.24713 1.24713 1.32348e-06
4.309 1.24586 0.943551 1.24586 1.24586 1.32346e-06
4.31 1.24459 0.94259 1.24459 1.24459 1.32343e-06
4.311 1.2433 0.941621 1.2433 1.2433 1.32341e-06
4.312 1.242 0.940643 1.242 1.242 1.32339e-06
4.313 1.24069 0.939657 1.24069 1.24069 1.32337e-06
4.314 1.23937 0.938662 1.23937 1.23937 1.32336e-06
4.315 1.23804 0.93766 1.23804 1.23804 1.32335e-06
4.316 1.23669 0.936649 1.23669 1.2367 1.32334e-06
4.317 1.23534 0.93563 1.23534 1.23534 1.32334e-06
4.318 1.23398 0.934602 1.23398 1.23398 1.32334e-06
4.319 1.2326 0.933566 1.2326 1.2326 1.32334e-06
4.32 1.23121 0.932522 1.23121 1.23122 1.32334e-06
4.321 1.22982 0.93147 1.22982 1.22982 1.32335e-06
4.322 1.22841 0.930409 1.22841 1.22841 1.32336e-06
4.323 1.22699 0.92934 1.22699 1.22699 1.32338e-06
4.324 1.22556 0.928263 1.22556 1.22556 1.32339e-06
4.325 1.22412 0.927177 1.22412 1.22412 1.32342e-06
4.326 1.22267 0.926083 1.22267 1.22267 1.32344e-06
4.327 1.2212 0.924981 1.2212 1.2212 1.32347e-06
4.328 1.21973 0.923871 1.21973 1.21973 1.3235e-06
4.329 1.21824 0.922752 1.21824 1.21824 1.32353e-06
4.33 1.21675 0.921625 1.21675 1.21675 1.32357e-06
4.331 1.21524 0.92049 1.21524 1.21524 1.3236e-06
4.332 1.21372 0.919346 1.21372 1.21372 1.32365e-06
4.333 1.21219 0.918194 1.21219 1.21219 1.32369e-06
4.334 1.21065 0.917034 1.21065 1.21065 1.32374e-06
4.335 1.2091 0.915866 1.2091 1.2091 1.32379e-06
4.336 1.20754 0.914689 1.20754 1.20754 1.32385e-06
4.337 1.20596 0.913504 1.20596 1.20596 1.32391e-06
4.338 1.20438 0.912311 1.20438 1.20438 1.32397e-06
4.339 1.20278 0.91111 1.20278 1.20278 1.32403e-06
4.34 1.20118 0.9099 1.20118 1.20118 1.3241e-06
4.341 1.19956 0.908682 1.19956 1.19956 1.32417e-06
4.342 1.19793 0.907455 1.19793 1.19793 1.32425e-06
4.343 1.19629 0.906221 1.19629 1.19629 1.32433e-06
4.344 1.19464 0.904978 1.19464 1.19464 1.32441e-06
4.345 1.19298 0.903727 1.19298 1.19298 1.32449e-06
4.346 1.19131 0.902468 1.19131 1.19131 1.32458e-06
4.347 1.18962 0.9012 1.18962 1.18962 1.32467e-06
4.348 1.18793 0.899924 1.18793 1.18793 1.32476e-06
4.349 1.18622 0.89864 1.18622 1.18622 1.32486e-06
4.35 1.18451 0.897348 1.18451 1.18451 1.32496e-06
4.351 1.18278 0.896047 1.18278 1.18278 1.32506e-06
4.352 1.18104 0.894739 1.18104 1.18104 1.32517e-06
4.353 1.17929 0.893422 1.17929 1.17929 1.32528e-06
4.354 1.17753 0.892096 1.17753 1.17753 1.3254e-06
4.355 1.17576 0.890763 1.17576 1.17576 1.32551e-06
4.356 1.17397 0.889421 1.17397 1.17397 1.32563e-06
4.357 1.17218 0.888072 1.17218 1.17218 1.32576e-06
4.358 1.17038 0.886714 1.17038 1.17038 1.32588e-06
4.359 1.16856 0.885347 1.16856 1.16856 1.32601e-06
4.36 1.16673 0.883973 1.16673 1.16673 1.32615e-06
4.361 1.16489 0.88259 1.16489 1.16489 1.32628e-06
4.362 1.16304 0.881199 1.16304 1.16304 1.32642e-06
4.363 1.16118 0.8798 1.16118 1.16118 1.32657e-06
4.364 1.15931 0.878393 1.15931 1.15931 1.32672e-06
4.365 1.15743 0.876978 1.15743 1.15743 1.32687e-06
4.366 1.15554 0.875554 1.15554 1.15554 1.32702e-06
4.367 1.15363 0.874122 1.15363 1.15363 1.32718e-06
4.368 1.15172 0.872683 1.15172 1.15172 1.32734e-06
4.369 1.14979 0.871235 1.14979 1.14979 1.3275e-06
4.37 1.14785 0.869778 1.14785 1.14785 1.32767e-06
4.371 1.14591 0.868314 1.14591 1.14591 1.32784e-06
4.372 1.14395 0.866842 1.14395 1.14395 1.32802e-06
4.373 1.14197 0.865361 1.14197 1.14198 1.3282e-06
4.374 1.13999 0.863873 1.13999 1.13999 1.32838e-06
4.375 1.138 0.862376 1.138 1.138 1.32856e-06
4.376 1.136 0.860871 1.136 1.136 1.32875e-06
4.377 1.13398 0.859358 1.13398 1.13398 1.32895e-06
4.378 1.13196 0.857837 1.13196 1.13196 1.32914e-06
4.379 1.12992 0.856308 1.12992 1.12992 1.32934e-06
4.38 1.12787 0.854771 1.12787 1.12787 1.32955e-06
4.381 1.12581 0.853225 1.12581 1.12581 1.32975e-06
4.382 1.12374 0.851672 1.12374 1.12374 1.32996e-06
4.383 1.12166 0.85011 1.12166 1.12166 1.33018e-06
4.384 1.11957 0.848541 1.11957 1.11957 1.33039e-06
4.385 1.11747 0.846963 1.11747 1.11747 1.33062e-06
4.386 1.11535 0.845378 1.11535 1.11535 1.33084e-06
4.387 1.11323 0.843784 1.11323 1.11323 1.33107e-06
4.388 1.11109 0.842183 1.11109 1.11109 1.3313e-06
4.389 1.10894 0.840573 1.10894 1.10894 1.33154e-06
4.39 1.10679 0.838956 1.10679 1.10679 1.33178e-06
4.391 1.10462 0.83733 1.10462 1.10462 1.33202e-06
4.392 1.10244 0.835697 1.10244 1.10244 1.33227e-06
4.393 1.10025 0.834055 1.10025 1.10025 1.33252e-06
4.394 1.09804 0.832406 1.09804 1.09804 1.33277e-06
4.395 1.09583 0.830748 1.09583 1.09583 1.33303e-06
4.396 1.09361 0.829083 1.09361 1.09361 1.33329e-06
4.397 1.09137 0.827409 1.09137 1.09137 1.33356e-06
4.398 1.08912 0.825728 1.08912 1.08912 1.33383e-06
4.399 1.08687 0.824039 1.08687 1.08687 1.3341e-06
4.4 1.0846 0.822342 1.0846 1.0846 1.33438e-06
4.401 1.08232 0.820637 1.08232 1.08232 1.33466e-06
4.402 1.08003 0.818924 1.08003 1.08003 1.33495e-06
4.403 1.07773 0.817203 1.07773 1.07773 1.33524e-06
4.404 1.07542 0.815475 1.07542 1.07542 1.33553e-06
4.405 1.07309 0.813738 1.07309 1.07309 1.33583e-06
4.406 1.07076 0.811994 1.07076 1.07076 1.33613e-06
4.407 1.06841 0.810242 1.06841 1.06841 1.33644e-06
4.408 1.06606 0.808482 1.06606 1.06606 1.33674e-06
4.409 1.06369 0.806714 1.06369 1.06369 1.33706e-06
4.41 1.06131 0.804938 1.06131 1.06131 1.33737e-06
4.411 1.05892 0.803155 1.05892 1.05892 1.3377e-06
4.412 1.05652 0.801364 1.05652 1.05652 1.33802e-06
4.413 1.05411 0.799565 1.05411 1.05411 1.33835e-06
4.414 1.05169 0.797758 1.05169 1.05169 1.33868e-06
4.415 1.04926 0.795944 1.04926 1.04926 1.33902e-06
4.416 1.04681 0.794121 1.04681 1.04681 1.33936e-06
4.417 1.04436 0.792291 1.04436 1.04436 1.33971e-06
4.418 1.04189 0.790454 1.04189 1.04189 1.34006e-06
4.419 1.03941 0.788608 1.03941 1.03941 1.34041e-06
4.42 1.03693 0.786755 1.03693 1.03693 1.34077e-06
4.421 1.03443 0.784895 1.03443 1.03443 1.34113e-06
4.422 1.03192 0.783026 1.03192 1.03192 1.3415e-06
4.423 1.0294 0.78115 1.0294 1.0294 1.34187e-06
4.424 1.02687 0.779266 1.02687 1.02687 1.34225e-06
4.425 1.02432 0.777375 1.02432 1.02432 1.34263e-06
4.426 1.02177 0.775476 1.02177 1.02177 1.34301e-06
4.427 1.01921 0.77357 1.01921 1.01921 1.3434e-06
4.428 1.01663 0.771655 1.01663 1.01663 1.34379e-06
4.429 1.01404 0.769734 1.01404 1.01404 1.34419e-06
4.43 1.01145 0.767805 1.01145 1.01145 1.34459e-06
4.431 1.00884 0.765868 1.00884 1.00884 1.345e-06
4.432 1.00622 0.763923 1.00622 1.00622 1.34541e-06
4.433 1.00359 0.761971 1.00359 1.00359 1.34582e-06
4.434 1.00095 0.760012 1.00095 1.00095 1.34624e-06
4.435 0.998298 0.758045 0.998298 0.998298 1.34667e-06
4.436 0.995636 0.756071 0.995636 0.995636 1.3471e-06
4.437 0.992962 0.754089 0.992962 0.992962 1.34753e-06
4.438 0.990278 0.7521 0.990278 0.990278 1.34797e-06
4.439 0.987583 0.750103 0.987583 0.987583 1.34841e-06
4.44 0.984877 0.748099 0.984877 0.984877 1.34886e-06
4.441 0.98216 0.746087 0.98216 0.98216 1.34931e-06
4.442 0.979432 0.744068 0.979432 0.979432 1.34977e-06
4.443 0.976693 0.742042 0.976693 0.976693 1.35023e-06
4.444 0.973944 0.740008 0.973944 0.973944 1.35069e-06
4.445 0.971183 0.737967 0.971183 0.971184 1.35116e-06
4.446 0.968412 0.735919 0.968412 0.968412 1.35164e-06
4.447 0.96563 0.733863 0.96563 0.96563 1.35212e-06
4.448 0.962837 0.7318 0.962837 0.962837 1.35261e-06
4.449 0.960033 0.72973 0.960033 0.960034 1.3531e-06
4.45 0.957219 0.727652 0.957219 0.957219 1.35359e-06
4.451 0.954393 0.725567 0.954393 0.954394 1.35409e-06
4.452 0.951557 0.723475 0.951557 0.951557 1.3546e-06
4.453 0.94871 0.721376 0.94871 0.94871 1.35511e-06
4.454 0.945852 0.71927 0.945852 0.945852 1.35562e-06
4.455 0.942983 0.717156 0.942983 0.942984 1.35614e-06
4.456 0.940104 0.715035 0.940104 0.940104 1.35667e-06
4.457 0.937213 0.712907 0.937213 0.937214 1.3572e-06
4.458 0.934312 0.710772 0.934312 0.934312 1.35774e-06
4.459 0.9314 0.708629 0.9314 0.9314 1.35828e-06
4.46 0.928478 0.70648 0.928478 0.928478 1.35882e-06
4.461 0.925544 0.704323 0.925544 0.925544 1.35937e-06
4.462 0.9226 0.70216 0.9226 0.9226 1.35993e-06
4.463 0.919645 0.699989 0.919645 0.919645 1.36049e-06
4.464 0.916679 0.697812 0.916679 0.916679 1.36106e-06
4.465 0.913702 0.695627 0.913702 0.913702 1.36164e-06
4.466 0.910715 0.693435 0.910715 0.910715 1.36221e-06
4.467 0.907716 0.691236 0.907716 0.907716 1.3628e-06
4.468 0.904707 0.689031 0.904707 0.904707 1.36339e-06
4.469 0.901688 0.686818 0.901688 0.901688 1.36398e-06
4.47 0.898657 0.684599 0.898657 0.898657 1.36458e-06
4.471 0.895616 0.682372 0.895616 0.895616 1.36519e-06
4.472 0.892564 0.680139 0.892564 0.892564 1.3658e-06
4.473 0.889501 0.677898 0.889501 0.889501 1.36642e-06
4.474 0.886428 0.675651 0.886428 0.886428 1.36704e-06
4.475 0.883343 0.673397 0.883343 0.883344 1.36767e-06
4.476 0.880249 0.671137 0.880249 0.880249 1.36831e-06
4.477 0.877143 0.668869 0.877143 0.877143 1.36895e-06
4.478 0.874026 0.666595 0.874026 0.874027 1.3696e-06
4.479 0.870899 0.664313 0.870899 0.8709 1.37025e-06
4.48 0.867762 0.662025 0.867762 0.867762 1.37091e-06
4.481 0.864613 0.659731 0.864613 0.864613 1.37158e-06
4.482 0.861454 0.657429 0.861454 0.861454 1.37225e-06
4.483 0.858284 0.655121 0.858284 0.858284 1.37293e-06
4.484 0.855103 0.652807 0.855103 0.855103 1.37361e-06
4.485 0.851912 0.650485 0.851912 0.851912 1.3743e-06
4.486 0.84871 0.648157 0.84871 0.84871 1.375e-06
4.487 0.845497 0.645823 0.845497 0.845497 1.3757e-06
4.488 0.842274 0.643482 0.842274 0.842274 1.37641e-06
4.489 0.83904 0.641134 0.83904 0.83904 1.37712e-06
4.49 0.835795 0.63878 0.835795 0.835795 1.37784e-06
4.491 0.83254 0.636419 0.83254 0.83254 1.37857e-06
4.492 0.829274 0.634051 0.829274 0.829274 1.37931e-06
4.493 0.825997 0.631677 0.825997 0.825997 1.38005e-06
4.494 0.822709 0.629297 0.822709 0.82271 1.3808e-06
4.495 0.819411 0.62691 0.819411 0.819411 1.38155e-06
4.496 0.816103 0.624517 0.816103 0.816103 1.38232e-06
4.497 0.812783 0.622118 0.812783 0.812783 1.38308e-06
4.498 0.809453 0.619712 0.809453 0.809453 1.38386e-06
4.499 0.806113 0.617299 0.806113 0.806113 1.38464e-06
4.5 0.802761 0.614881 0.802761 0.802761 1.38543e-06
4.501 0.799399 0.612456 0.799399 0.799399 1.38623e-06
4.502 0.796027 0.610024 0.796027 0.796027 1.38703e-06
4.503 0.792644 0.607587 0.792644 0.792644 1.38785e-06
4.504 0.78925 0.605143 0.78925 0.78925 1.38866e-06
4.505 0.785845 0.602693 0.785845 0.785845 1.38949e-06
4.506 0.78243 0.600236 0.78243 0.78243 1.39032e-06
4.507 0.779004 0.597774 0.779004 0.779005 1.39117e-06
4.508 0.775568 0.595305 0.775568 0.775568 1.39201e-06
4.509 0.772121 0.592831 0.772121 0.772121 1.39287e-06
4.51 0.768664 0.59035 0.768664 0.768664 1.39373e-06
4.511 0.765195 0.587863 0.765195 0.765195 1.39461e-06
4.512 0.761717 0.585369 0.761717 0.761717 1.39548e-06
4.513 0.758227 0.58287 0.758227 0.758227 1.39637e-06
4.514 0.754727 0.580365 0.754727 0.754727 1.39727e-06
4.515 0.751216 0.577854 0.751216 0.751217 1.39817e-06
4.516 0.747695 0.575337 0.747695 0.747695 1.39908e-06
4.517 0.744163 0.572814 0.744163 0.744164 1.4e-06
4.518 0.740621 0.570285 0.740621 0.740621 1.40093e-06
4.519 0.737068 0.56775 0.737068 0.737068 1.40187e-06
4.52 0.733504 0.565209 0.733504 0.733504 1.40281e-06
4.521 0.72993 0.562662 0.72993 0.72993 1.40376e-06
4.522 0.726345 0.560109 0.726345 0.726345 1.40473e-06
4.523 0.72275 0.557551 0.72275 0.72275 1.4057e-06
4.524 0.719144 0.554987 0.719144 0.719144 1.40668e-06
4.525 0.715527 0.552417 0.715527 0.715527 1.40766e-06
4.526 0.7119 0.549841 0.7119 0.7119 1.40866e-06
4.527 0.708262 0.547259 0.708262 0.708262 1.40967e-06
4.528 0.704614 0.544672 0.704614 0.704614 1.41068e-06
4.529 0.700955 0.542079 0.700955 0.700955 1.41171e-06
4.53 0.697285 0.539481 0.697285 0.697285 1.41274e-06
4.531 0.693605 0.536877 0.693605 0.693605 1.41378e-06
4.532 0.689914 0.534267 0.689914 0.689914 1.41484e-06
4.533 0.686213 0.531652 0.686213 0.686213 1.4159e-06
4.534 0.6825 0.529031 0.6825 0.682501 1.41697e-06
4.535 0.678778 0.526404 0.678778 0.678778 1.41805e-06
4.536 0.675045 0.523772 0.675045 0.675045 1.41914e-06
4.537 0.671301 0.521135 0.671301 0.671301 1.42025e-06
4.538 0.667546 0.518492 0.667546 0.667546 1.42136e-06
4.539 0.663781 0.515844 0.663781 0.663781 1.42248e-06
4.54 0.660005 0.51319 0.660005 0.660006 1.42361e-06
4.541 0.656219 0.510531 0.656219 0.656219 1.42476e-06
4.542 0.652422 0.507867 0.652422 0.652422 1.42591e-06
4.543 0.648615 0.505197 0.648615 0.648615 1.42708e-06
4.544 0.644796 0.502522 0.644796 0.644797 1.42825e-06
4.545 0.640968 0.499841 0.640968 0.640968 1.42944e-06
4.546 0.637128 0.497156 0.637128 0.637128 1.43063e-06
4.547 0.633278 0.494465 0.633278 0.633278 1.43184e-06
4.548 0.629417 0.491769 0.629417 0.629417 1.43306e-06
4.549 0.625546 0.489068 0.625546 0.625546 1.4343e-06
4.55 0.621664 0.486362 0.621664 0.621664 1.43554e-06
4.551 0.617771 0.48365 0.617771 0.617771 1.43679e-06
4.552 0.613868 0.480934 0.613868 0.613868 1.43806e-06
4.553 0.609954 0.478212 0.609954 0.609954 1.43934e-06
4.554 0.606029 0.475485 0.606029 0.606029 1.44063e-06
4.555 0.602093 0.472754 0.602093 0.602093 1.44194e-06
4.556 0.598147 0.470017 0.598147 0.598147 1.44325e-06
4.557 0.59419 0.467276 0.59419 0.59419 1.44458e-06
4.558 0.590223 0.464529 0.590223 0.590223 1.44592e-06
4.559 0.586244 0.461778 0.586244 0.586244 1.44728e-06
4.56 0.582255 0.459021 0.582255 0.582255 1.44865e-06
4.561 0.578256 0.45626 0.578256 0.578256 1.45003e-06
4.562 0.574245 0.453494 0.574245 0.574245 1.45142e-06
4.563 0.570224 0.450723 0.570224 0.570224 1.45283e-06
4.564 0.566192 0.447948 0.566192 0.566192 1.45425e-06
4.565 0.562149 0.445168 0.562149 0.562149 1.45569e-06
4.566 0.558095 0.442383 0.558095 0.558095 1.45714e-06
4.567 0.554031 0.439593 0.554031 0.554031 1.45861e-06
4.568 0.549955 0.436799 0.549955 0.549955 1.46009e-06
4.569 0.545869 0.434 0.545869 0.545869 1.46158e-06
4.57 0.541772 0.431196 0.541772 0.541772 1.4631e-06
4.571 0.537664 0.428388 0.537664 0.537664 1.46462e-06
4.572 0.533546 0.425575 0.533546 0.533546 1.46616e-06
4.573 0.529416 0.422758 0.529416 0.529416 1.46772e-06
4.574 0.525275 0.419937 0.525275 0.525276 1.46929e-06
4.575 0.521124 0.41711 0.521124 0.521124 1.47088e-06
4.576 0.516962 0.41428 0.516962 0.516962 1.47249e-06
4.577 0.512788 0.411445 0.512788 0.512788 1.47411e-06
4.578 0.508604 0.408606 0.508604 0.508604 1.47575e-06
4.579 0.504409 0.405762 0.504409 0.504409 1.47741e-06
4.58 0.500202 0.402914 0.500202 0.500202 1.47908e-06
4.581 0.495985 0.400062 0.495985 0.495985 1.48078e-06
4.582 0.491756 0.397205 0.491756 0.491756 1.48249e-06
4.583 0.487517 0.394344 0.487517 0.487517 1.48421e-06
4.584 0.483266 0.391479 0.483266 0.483266 1.48596e-06
4.585 0.479004 0.38861 0.479004 0.479004 1.48773e-06
