x y y_analytic yRK4 yRK5 h
2.697 0.0533043 0.300681 0.0533043 0.0533042 1.65527e-06
2.698 0.0511742 0.299394 0.0511742 0.0511742 1.65438e-06
2.699 0.049049 0.298108 0.049049 0.0490489 1.65349e-06
2.7 0.0469284 0.296825 0.0469284 0.0469284 1.65261e-06
2.701 0.0448126 0.295544 0.0448126 0.0448126 1.65174e-06
2.702 0.0427016 0.294265 0.0427016 0.0427015 1.65088e-06
2.703 0.0405952 0.292989 0.0405952 0.0405952 1.65002e-06
2.704 0.0384936 0.291714 0.0384936 0.0384936 1.64918e-06
2.705 0.0363968 0.290442 0.0363968 0.0363967 1.64834e-06
2.706 0.0343046 0.289172 0.0343046 0.0343046 1.6475e-06
2.707 0.0322172 0.287904 0.0322172 0.0322172 1.64668e-06
2.708 0.0301346 0.286638 0.0301346 0.0301345 1.64586e-06
2.709 0.0280566 0.285375 0.0280566 0.0280566 1.64505e-06
2.71 0.0259834 0.284114 0.0259834 0.0259833 1.64424e-06
2.711 0.0239149 0.282855 0.0239149 0.0239148 1.64345e-06
2.712 0.0218511 0.281598 0.0218511 0.021851 1.64266e-06
2.713 0.019792 0.280344 0.019792 0.0197919 1.64187e-06
2.714 0.0177377 0.279092 0.0177377 0.0177376 1.6411e-06
2.715 0.015688 0.277842 0.015688 0.015688 1.64033e-06
2.716 0.0136431 0.276594 0.0136431 0.013643 1.63956e-06
2.717 0.0116029 0.275349 0.0116029 0.0116028 1.63881e-06
2.718 0.00956737 0.274106 0.00956737 0.0095673 1.63805e-06
2.719 0.00753657 0.272865 0.00753657 0.0075365 1.63731e-06
2.72 0.00551048 0.271627 0.00551048 0.00551041 1.63657e-06
2.721 0.00348909 0.270391 0.00348909 0.00348902 1.63584e-06
2.722 0.00147241 0.269157 0.00147241 0.00147234 1.63512e-06
2.723 -0.000539559 0.267925 -0.000539559 -0.000539629 1.6344e-06
2.724 -0.00254683 0.266696 -0.00254683 -0.0025469 1.63369e-06
2.725 -0.0045494 0.26547 -0.0045494 -0.00454947 1.63298e-06
2.726 -0.00654726 0.264245 -0.00654726 -0.00654733 1.63228e-06
2.727 -0.00854043 0.263023 -0.00854043 -0.0085405 1.63158e-06
2.728 -0.0105289 0.261803 -0.0105289 -0.010529 1.6309e-06
2.729 -0.0125127 0.260586 -0.0125127 -0.0125127 1.63021e-06
2.73 -0.0144917 0.259371 -0.0144917 -0.0144918 1.62954e-06
2.731 -0.0164661 0.258158 -0.0164661 -0.0164662 1.62886e-06
2.732 -0.0184358 0.256948 -0.0184358 -0.0184358 1.6282e-06
2.733 -0.0204007 0.25574 -0.0204007 -0.0204008 1.62754e-06
2.734 -0.022361 0.254535 -0.022361 -0.0223611 1.62689e-06
2.735 -0.0243166 0.253331 -0.0243166 -0.0243167 1.62624e-06
2.736 -0.0262675 0.252131 -0.0262675 -0.0262675 1.62559e-06
2.737 -0.0282137 0.250932 -0.0282137 -0.0282137 1.62495e-06
2.738 -0.0301552 0.249736 -0.0301552 -0.0301552 1.62432e-06
2.739 -0.032092 0.248543 -0.032092 -0.032092 1.6237e-06
2.74 -0.0340241 0.247352 -0.0340241 -0.0340241 1.62307e-06
2.741 -0.0359515 0.246163 -0.0359515 -0.0359516 1.62246e-06
2.742 -0.0378742 0.244977 -0.0378742 -0.0378743 1.62184e-06
2.743 -0.0397922 0.243793 -0.0397922 -0.0397923 1.62124e-06
2.744 -0.0417056 0.242612 -0.0417056 -0.0417056 1.62064e-06
2.745 -0.0436142 0.241433 -0.0436142 -0.0436143 1.62004e-06
2.746 -0.0455181 0.240257 -0.0455181 -0.0455182 1.61945e-06
2.747 -0.0474174 0.239083 -0.0474174 -0.0474175 1.61886e-06
2.748 -0.049312 0.237911 -0.049312 -0.049312 1.61828e-06
2.749 -0.0512018 0.236742 -0.0512018 -0.0512019 1.6177e-06
2.75 -0.053087 0.235576 -0.053087 -0.0530871 1.61713e-06
2.751 -0.0549675 0.234412 -0.0549675 -0.0549676 1.61657e-06
2.752 -0.0568433 0.23325 -0.0568433 -0.0568434 1.616e-06
2.753 -0.0587144 0.232091 -0.0587144 -0.0587144 1.61545e-06
2.754 -0.0605808 0.230935 -0.0605808 -0.0605808 1.61489e-06
2.755 -0.0624425 0.229781 -0.0624425 -0.0624426 1.61434e-06
2.756 -0.0642995 0.228629 -0.0642995 -0.0642996 1.6138e-06
2.757 -0.0661518 0.22748 -0.0661518 -0.0661519 1.61326e-06
2.758 -0.0679995 0.226334 -0.0679995 -0.0679995 1.61273e-06
2.759 -0.0698424 0.22519 -0.0698424 -0.0698425 1.6122e-06
2.76 -0.0716806 0.224048 -0.0716806 -0.0716807 1.61167e-06
2.761 -0.0735142 0.222909 -0.0735142 -0.0735142 1.61115e-06
2.762 -0.075343 0.221773 -0.075343 -0.0753431 1.61063e-06
2.763 -0.0771672 0.220639 -0.0771672 -0.0771672 1.61012e-06
2.764 -0.0789866 0.219508 -0.0789866 -0.0789867 1.60961e-06
2.765 -0.0808014 0.218379 -0.0808014 -0.0808015 1.60911e-06
2.766 -0.0826115 0.217253 -0.0826115 -0.0826115 1.60861e-06
2.767 -0.0844168 0.216129 -0.0844168 -0.0844169 1.60811e-06
2.768 -0.0862175 0.215008 -0.0862175 -0.0862176 1.60762e-06
2.769 -0.0880135 0.21389 -0.0880135 -0.0880135 1.60713e-06
2.77 -0.0898047 0.212774 -0.0898047 -0.0898048 1.60665e-06
2.771 -0.0915913 0.211661 -0.0915913 -0.0915914 1.60617e-06
2.772 -0.0933732 0.21055 -0.0933732 -0.0933733 1.60569e-06
2.773 -0.0951504 0.209442 -0.0951504 -0.0951505 1.60522e-06
2.774 -0.0969229 0.208336 -0.0969229 -0.0969229 1.60475e-06
2.775 -0.0986906 0.207233 -0.0986906 -0.0986907 1.60429e-06
2.776 -0.100454 0.206133 -0.100454 -0.100454 1.60383e-06
2.777 -0.102212 0.205035 -0.102212 -0.102212 1.60337e-06
2.778 -0.103966 0.20394 -0.103966 -0.103966 1.60292e-06
2.779 -0.105715 0.202848 -0.105715 -0.105715 1.60247e-06
2.78 -0.107459 0.201758 -0.107459 -0.107459 1.60202e-06
2.781 -0.109199 0.200671 -0.109199 -0.109199 1.60158e-06
2.782 -0.110933 0.199586 -0.110933 -0.110933 1.60114e-06
2.783 -0.112664 0.198504 -0.112664 -0.112664 1.60071e-06
2.784 -0.114389 0.197425 -0.114389 -0.114389 1.60028e-06
2.785 -0.11611 0.196348 -0.11611 -0.11611 1.59985e-06
2.786 -0.117826 0.195274 -0.117826 -0.117826 1.59943e-06
2.787 -0.119537 0.194203 -0.119537 -0.119537 1.59901e-06
2.788 -0.121244 0.193134 -0.121244 -0.121244 1.59859e-06
2.789 -0.122946 0.192068 -0.122946 -0.122946 1.59818e-06
2.79 -0.124643 0.191005 -0.124643 -0.124643 1.59777e-06
2.791 -0.126335 0.189944 -0.126335 -0.126335 1.59736e-06
2.792 -0.128023 0.188886 -0.128023 -0.128023 1.59696e-06
2.793 -0.129706 0.187831 -0.129706 -0.129706 1.59656e-06
2.794 -0.131384 0.186778 -0.131384 -0.131385 1.59616e-06
2.795 -0.133058 0.185728 -0.133058 -0.133058 1.59577e-06
2.796 -0.134727 0.184681 -0.134727 -0.134727 1.59538e-06
2.797 -0.136391 0.183636 -0.136391 -0.136391 1.595e-06
2.798 -0.138051 0.182594 -0.138051 -0.138051 1.59461e-06
2.799 -0.139705 0.181555 -0.139705 -0.139706 1.59423e-06
2.8 -0.141356 0.180519 -0.141356 -0.141356 1.59386e-06
2.801 -0.143001 0.179485 -0.143001 -0.143001 1.59348e-06
2.802 -0.144641 0.178454 -0.144641 -0.144642 1.59311e-06
2.803 -0.146277 0.177426 -0.146277 -0.146277 1.59274e-06
2.804 -0.147909 0.1764 -0.147909 -0.147909 1.59238e-06
2.805 -0.149535 0.175377 -0.149535 -0.149535 1.59202e-06
2.806 -0.151157 0.174357 -0.151157 -0.151157 1.59166e-06
2.807 -0.152774 0.17334 -0.152774 -0.152774 1.59131e-06
2.808 -0.154386 0.172325 -0.154386 -0.154386 1.59095e-06
2.809 -0.155994 0.171313 -0.155994 -0.155994 1.5906e-06
2.81 -0.157596 0.170304 -0.157596 -0.157596 1.59026e-06
2.811 -0.159194 0.169297 -0.159194 -0.159195 1.58991e-06
2.812 -0.160788 0.168294 -0.160788 -0.160788 1.58957e-06
2.813 -0.162376 0.167293 -0.162376 -0.162377 1.58924e-06
2.814 -0.16396 0.166295 -0.16396 -0.16396 1.5889e-06
2.815 -0.16554 0.165299 -0.16554 -0.16554 1.58857e-06
2.816 -0.167114 0.164307 -0.167114 -0.167114 1.58824e-06
2.817 -0.168684 0.163317 -0.168684 -0.168684 1.58791e-06
2.818 -0.170249 0.16233 -0.170249 -0.170249 1.58759e-06
2.819 -0.171809 0.161345 -0.171809 -0.171809 1.58727e-06
2.82 -0.173365 0.160364 -0.173365 -0.173365 1.58695e-06
2.821 -0.174915 0.159385 -0.174915 -0.174915 1.58663e-06
2.822 -0.176461 0.158409 -0.176461 -0.176461 1.58632e-06
2.823 -0.178003 0.157436 -0.178003 -0.178003 1.58601e-06
2.824 -0.179539 0.156466 -0.179539 -0.179539 1.5857e-06
2.825 -0.181071 0.155498 -0.181071 -0.181071 1.5854e-06
2.826 -0.182598 0.154533 -0.182598 -0.182598 1.5851e-06
2.827 -0.184121 0.153571 -0.184121 -0.184121 1.5848e-06
2.828 -0.185638 0.152612 -0.185638 -0.185638 1.5845e-06
2.829 -0.187151 0.151656 -0.187151 -0.187151 1.5842e-06
2.83 -0.188659 0.150702 -0.188659 -0.188659 1.58391e-06
2.831 -0.190163 0.149752 -0.190163 -0.190163 1.58362e-06
2.832 -0.191661 0.148804 -0.191661 -0.191661 1.58333e-06
2.833 -0.193155 0.147859 -0.193155 -0.193155 1.58305e-06
2.834 -0.194644 0.146916 -0.194644 -0.194644 1.58277e-06
2.835 -0.196129 0.145977 -0.196129 -0.196129 1.58249e-06
2.836 -0.197608 0.14504 -0.197608 -0.197608 1.58221e-06
2.837 -0.199083 0.144107 -0.199083 -0.199083 1.58193e-06
2.838 -0.200553 0.143176 -0.200553 -0.200553 1.58166e-06
2.839 -0.202019 0.142248 -0.202019 -0.202019 1.58139e-06
2.84 -0.203479 0.141322 -0.203479 -0.203479 1.58112e-06
2.841 -0.204935 0.1404 -0.204935 -0.204935 1.58086e-06
2.842 -0.206386 0.13948 -0.206386 -0.206386 1.58059e-06
2.843 -0.207833 0.138564 -0.207833 -0.207833 1.58033e-06
2.844 -0.209274 0.13765 -0.209274 -0.209274 1.58007e-06
2.845 -0.210711 0.136739 -0.210711 -0.210711 1.57982e-06
2.846 -0.212143 0.135831 -0.212143 -0.212143 1.57956e-06
2.847 -0.213571 0.134925 -0.213571 -0.213571 1.57931e-06
2.848 -0.214993 0.134023 -0.214993 -0.214993 1.57906e-06
2.849 -0.216411 0.133124 -0.216411 -0.216411 1.57881e-06
2.85 -0.217824 0.132227 -0.217824 -0.217824 1.57857e-06
2.851 -0.219232 0.131333 -0.219232 -0.219233 1.57832e-06
2.852 -0.220636 0.130442 -0.220636 -0.220636 1.57808e-06
2.853 -0.222035 0.129554 -0.222035 -0.222035 1.57784e-06
2.854 -0.223429 0.128669 -0.223429 -0.223429 1.5776e-06
2.855 -0.224818 0.127787 -0.224818 -0.224818 1.57737e-06
2.856 -0.226203 0.126908 -0.226203 -0.226203 1.57713e-06
2.857 -0.227582 0.126031 -0.227582 -0.227582 1.5769e-06
2.858 -0.228957 0.125157 -0.228957 -0.228957 1.57667e-06
2.859 -0.230327 0.124287 -0.230327 -0.230327 1.57645e-06
2.86 -0.231693 0.123419 -0.231693 -0.231693 1.57622e-06
2.861 -0.233053 0.122554 -0.233053 -0.233053 1.576e-06
2.862 -0.234409 0.121692 -0.234409 -0.234409 1.57578e-06
2.863 -0.23576 0.120833 -0.23576 -0.23576 1.57556e-06
2.864 -0.237107 0.119977 -0.237107 -0.237107 1.57534e-06
2.865 -0.238448 0.119124 -0.238448 -0.238448 1.57513e-06
2.866 -0.239785 0.118273 -0.239785 -0.239785 1.57491e-06
2.867 -0.241117 0.117426 -0.241117 -0.241117 1.5747e-06
2.868 -0.242444 0.116581 -0.242444 -0.242444 1.57449e-06
2.869 -0.243767 0.11574 -0.243767 -0.243767 1.57428e-06
2.87 -0.245084 0.114901 -0.245084 -0.245084 1.57408e-06
2.871 -0.246397 0.114065 -0.246397 -0.246397 1.57387e-06
2.872 -0.247705 0.113233 -0.247705 -0.247705 1.57367e-06
2.873 -0.249008 0.112403 -0.249008 -0.249009 1.57347e-06
2.874 -0.250307 0.111576 -0.250307 -0.250307 1.57327e-06
2.875 -0.251601 0.110752 -0.251601 -0.251601 1.57307e-06
2.876 -0.25289 0.109931 -0.25289 -0.25289 1.57288e-06
2.877 -0.254174 0.109113 -0.254174 -0.254174 1.57269e-06
2.878 -0.255453 0.108297 -0.255453 -0.255453 1.57249e-06
2.879 -0.256728 0.107485 -0.256728 -0.256728 1.5723e-06
2.88 -0.257998 0.106676 -0.257998 -0.257998 1.57212e-06
2.881 -0.259263 0.105869 -0.259263 -0.259263 1.57193e-06
2.882 -0.260523 0.105066 -0.260523 -0.260523 1.57174e-06
2.883 -0.261778 0.104266 -0.261778 -0.261778 1.57156e-06
2.884 -0.263029 0.103468 -0.263029 -0.263029 1.57138e-06
2.885 -0.264275 0.102673 -0.264275 -0.264275 1.5712e-06
2.886 -0.265516 0.101882 -0.265516 -0.265516 1.57102e-06
2.887 -0.266752 0.101093 -0.266752 -0.266752 1.57085e-06
2.888 -0.267984 0.100308 -0.267984 -0.267984 1.57067e-06
2.889 -0.26921 0.0995248 -0.26921 -0.269211 1.5705e-06
2.89 -0.270432 0.0987451 -0.270432 -0.270432 1.57033e-06
2.891 -0.271649 0.0979683 -0.271649 -0.27165 1.57016e-06
2.892 -0.272862 0.0971945 -0.272862 -0.272862 1.56999e-06
2.893 -0.274069 0.0964236 -0.274069 -0.274069 1.56982e-06
2.894 -0.275272 0.0956558 -0.275272 -0.275272 1.56966e-06
2.895 -0.27647 0.0948909 -0.27647 -0.27647 1.56949e-06
2.896 -0.277663 0.0941289 -0.277663 -0.277663 1.56933e-06
2.897 -0.278851 0.09337 -0.278851 -0.278851 1.56917e-06
2.898 -0.280035 0.0926141 -0.280035 -0.280035 1.56901e-06
2.899 -0.281213 0.0918611 -0.281213 -0.281214 1.56885e-06
2.9 -0.282387 0.0911111 -0.282387 -0.282387 1.56869e-06
2.901 -0.283556 0.0903641 -0.283556 -0.283557 1.56854e-06
2.902 -0.284721 0.0896201 -0.284721 -0.284721 1.56839e-06
2.903 -0.28588 0.088879 -0.28588 -0.28588 1.56823e-06
2.904 -0.287035 0.088141 -0.287035 -0.287035 1.56808e-06
2.905 -0.288185 0.087406 -0.288185 -0.288185 1.56793e-06
2.906 -0.28933 0.0866739 -0.28933 -0.28933 1.56779e-06
2.907 -0.29047 0.0859449 -0.29047 -0.29047 1.56764e-06
2.908 -0.291606 0.0852188 -0.291606 -0.291606 1.5675e-06
2.909 -0.292736 0.0844958 -0.292736 -0.292736 1.56735e-06
2.91 -0.293862 0.0837757 -0.293862 -0.293862 1.56721e-06
2.911 -0.294983 0.0830587 -0.294983 -0.294983 1.56707e-06
2.912 -0.296099 0.0823446 -0.296099 -0.296099 1.56693e-06
2.913 -0.297211 0.0816336 -0.297211 -0.297211 1.56679e-06
2.914 -0.298317 0.0809256 -0.298317 -0.298317 1.56665e-06
2.915 -0.299419 0.0802205 -0.299419 -0.299419 1.56652e-06
2.916 -0.300516 0.0795185 -0.300516 -0.300516 1.56638e-06
2.917 -0.301608 0.0788195 -0.301608 -0.301608 1.56625e-06
2.918 -0.302695 0.0781236 -0.302695 -0.302695 1.56612e-06
2.919 -0.303778 0.0774306 -0.303778 -0.303778 1.56599e-06
2.92 -0.304855 0.0767407 -0.304855 -0.304856 1.56586e-06
2.921 -0.305928 0.0760537 -0.305928 -0.305928 1.56573e-06
2.922 -0.306996 0.0753698 -0.306996 -0.306996 1.56561e-06
2.923 -0.30806 0.074689 -0.30806 -0.30806 1.56548e-06
2.924 -0.309118 0.0740111 -0.309118 -0.309118 1.56536e-06
2.925 -0.310171 0.0733363 -0.310171 -0.310172 1.56523e-06
2.926 -0.31122 0.0726645 -0.31122 -0.31122 1.56511e-06
2.927 -0.312264 0.0719957 -0.312264 -0.312264 1.56499e-06
2.928 -0.313303 0.0713299 -0.313303 -0.313303 1.56487e-06
2.929 -0.314338 0.0706672 -0.314338 -0.314338 1.56475e-06
2.93 -0.315367 0.0700075 -0.315367 -0.315367 1.56464e-06
2.931 -0.316392 0.0693509 -0.316392 -0.316392 1.56452e-06
2.932 -0.317411 0.0686973 -0.317411 -0.317412 1.56441e-06
2.933 -0.318426 0.0680467 -0.318426 -0.318426 1.56429e-06
2.934 -0.319437 0.0673991 -0.319437 -0.319437 1.56418e-06
2.935 -0.320442 0.0667546 -0.320442 -0.320442 1.56407e-06
2.936 -0.321442 0.0661132 -0.321442 -0.321442 1.56396e-06
2.937 -0.322438 0.0654747 -0.322438 -0.322438 1.56385e-06
2.938 -0.323429 0.0648394 -0.323429 -0.323429 1.56374e-06
2.939 -0.324415 0.064207 -0.324415 -0.324415 1.56364e-06
2.94 -0.325396 0.0635777 -0.325396 -0.325396 1.56353e-06
2.941 -0.326372 0.0629515 -0.326372 -0.326372 1.56343e-06
2.942 -0.327344 0.0623283 -0.327344 -0.327344 1.56332e-06
2.943 -0.328311 0.0617081 -0.328311 -0.328311 1.56322e-06
2.944 -0.329272 0.061091 -0.329272 -0.329273 1.56312e-06
2.945 -0.330229 0.060477 -0.330229 -0.33023 1.56302e-06
2.946 -0.331182 0.059866 -0.331182 -0.331182 1.56292e-06
2.947 -0.332129 0.0592581 -0.332129 -0.332129 1.56282e-06
2.948 -0.333071 0.0586532 -0.333071 -0.333072 1.56272e-06
2.949 -0.334009 0.0580513 -0.334009 -0.334009 1.56263e-06
2.95 -0.334942 0.0574526 -0.334942 -0.334942 1.56253e-06
2.951 -0.33587 0.0568569 -0.33587 -0.33587 1.56244e-06
2.952 -0.336793 0.0562642 -0.336793 -0.336793 1.56234e-06
2.953 -0.337711 0.0556746 -0.337711 -0.337712 1.56225e-06
2.954 -0.338625 0.0550881 -0.338625 -0.338625 1.56216e-06
2.955 -0.339534 0.0545046 -0.339534 -0.339534 1.56207e-06
2.956 -0.340437 0.0539242 -0.340437 -0.340437 1.56198e-06
2.957 -0.341336 0.0533469 -0.341336 -0.341336 1.56189e-06
2.958 -0.34223 0.0527726 -0.34223 -0.34223 1.5618e-06
2.959 -0.34312 0.0522014 -0.34312 -0.34312 1.56171e-06
2.96 -0.344004 0.0516333 -0.344004 -0.344004 1.56163e-06
2.961 -0.344884 0.0510682 -0.344884 -0.344884 1.56154e-06
2.962 -0.345758 0.0505062 -0.345758 -0.345759 1.56146e-06
2.963 -0.346628 0.0499473 -0.346628 -0.346628 1.56138e-06
2.964 -0.347493 0.0493914 -0.347493 -0.347493 1.56129e-06
2.965 -0.348354 0.0488386 -0.348354 -0.348354 1.56121e-06
2.966 -0.349209 0.0482889 -0.349209 -0.349209 1.56113e-06
2.967 -0.350059 0.0477423 -0.350059 -0.35006 1.56105e-06
2.968 -0.350905 0.0471987 -0.350905 -0.350905 1.56097e-06
2.969 -0.351746 0.0466583 -0.351746 -0.351746 1.5609e-06
2.97 -0.352582 0.0461208 -0.352582 -0.352582 1.56082e-06
2.971 -0.353413 0.0455865 -0.353413 -0.353413 1.56074e-06
2.972 -0.354239 0.0450553 -0.354239 -0.354239 1.56067e-06
2.973 -0.355061 0.0445271 -0.355061 -0.355061 1.56059e-06
2.974 -0.355877 0.044002 -0.355877 -0.355877 1.56052e-06
2.975 -0.356689 0.04348 -0.356689 -0.356689 1.56045e-06
2.976 -0.357496 0.0429611 -0.357496 -0.357496 1.56037e-06
2.977 -0.358298 0.0424453 -0.358298 -0.358298 1.5603e-06
2.978 -0.359095 0.0419326 -0.359095 -0.359095 1.56023e-06
2.979 -0.359888 0.0414229 -0.359888 -0.359888 1.56016e-06
2.98 -0.360675 0.0409163 -0.360675 -0.360675 1.56009e-06
2.981 -0.361458 0.0404128 -0.361458 -0.361458 1.56002e-06
2.982 -0.362235 0.0399124 -0.362235 -0.362235 1.55996e-06
2.983 -0.363008 0.0394151 -0.363008 -0.363008 1.55989e-06
2.984 -0.363776 0.0389209 -0.363776 -0.363776 1.55982e-06
2.985 -0.36454 0.0384298 -0.36454 -0.36454 1.55976e-06
2.986 -0.365298 0.0379418 -0.365298 -0.365298 1.55969e-06
2.987 -0.366051 0.0374568 -0.366051 -0.366051 1.55963e-06
2.988 -0.3668 0.036975 -0.3668 -0.3668 1.55957e-06
2.989 -0.367544 0.0364962 -0.367544 -0.367544 1.5595e-06
2.99 -0.368283 0.0360206 -0.368283 -0.368283 1.55944e-06
2.991 -0.369017 0.035548 -0.369017 -0.369017 1.55938e-06
2.992 -0.369746 0.0350785 -0.369746 -0.369746 1.55932e-06
2.993 -0.37047 0.0346121 -0.37047 -0.37047 1.55926e-06
2.994 -0.37119 0.0341489 -0.37119 -0.37119 1.5592e-06
2.995 -0.371904 0.0336887 -0.371904 -0.371905 1.55915e-06
2.996 -0.372614 0.0332316 -0.372614 -0.372614 1.55909e-06
2.997 -0.373319 0.0327776 -0.373319 -0.373319 1.55903e-06
2.998 -0.374019 0.0323268 -0.374019 -0.374019 1.55898e-06
2.999 -0.374714 0.031879 -0.374714 -0.374715 1.55892e-06
3 -0.375405 0.0314343 -0.375405 -0.375405 1.55886e-06
3.001 -0.37609 0.0309927 -0.37609 -0.37609 1.55881e-06
3.002 -0.376771 0.0305543 -0.376771 -0.376771 1.55876e-06
3.003 -0.377447 0.0301189 -0.377447 -0.377447 1.5587e-06
3.004 -0.378117 0.0296867 -0.378117 -0.378118 1.55865e-06
3.005 -0.378783 0.0292575 -0.378783 -0.378784 1.5586e-06
3.006 -0.379445 0.0288315 -0.379445 -0.379445 1.55855e-06
3.007 -0.380101 0.0284085 -0.380101 -0.380101 1.5585e-06
3.008 -0.380752 0.0279887 -0.380752 -0.380752 1.55845e-06
3.009 -0.381399 0.0275719 -0.381399 -0.381399 1.5584e-06
3.01 -0.382041 0.0271583 -0.382041 -0.382041 1.55835e-06
3.011 -0.382677 0.0267478 -0.382677 -0.382678 1.5583e-06
3.012 -0.383309 0.0263404 -0.383309 -0.38331 1.55826e-06
3.013 -0.383937 0.0259361 -0.383937 -0.383937 1.55821e-06
3.014 -0.384559 0.0255349 -0.384559 -0.384559 1.55816e-06
3.015 -0.385176 0.0251369 -0.385176 -0.385176 1.55812e-06
3.016 -0.385789 0.0247419 -0.385789 -0.385789 1.55807e-06
3.017 -0.386396 0.0243501 -0.386396 -0.386396 1.55803e-06
3.018 -0.386999 0.0239613 -0.386999 -0.386999 1.55798e-06
3.019 -0.387597 0.0235757 -0.387597 -0.387597 1.55794e-06
3.02 -0.38819 0.0231932 -0.38819 -0.38819 1.5579e-06
3.021 -0.388778 0.0228138 -0.388778 -0.388778 1.55785e-06
3.022 -0.389361 0.0224375 -0.389361 -0.389362 1.55781e-06
3.023 -0.38994 0.0220644 -0.38994 -0.38994 1.55777e-06
3.024 -0.390513 0.0216943 -0.390513 -0.390514 1.55773e-06
3.025 -0.391082 0.0213274 -0.391082 -0.391082 1.55769e-06
3.026 -0.391646 0.0209636 -0.391646 -0.391646 1.55765e-06
3.027 -0.392205 0.0206029 -0.392205 -0.392205 1.55761e-06
3.028 -0.392759 0.0202453 -0.392759 -0.392759 1.55757e-06
3.029 -0.393308 0.0198908 -0.393308 -0.393308 1.55754e-06
3.03 -0.393852 0.0195395 -0.393852 -0.393853 1.5575e-06
3.031 -0.394392 0.0191912 -0.394392 -0.394392 1.55746e-06
3.032 -0.394927 0.0188461 -0.394927 -0.394927 1.55742e-06
3.033 -0.395456 0.0185042 -0.395456 -0.395456 1.55739e-06
3.034 -0.395981 0.0181653 -0.395981 -0.395981 1.55735e-06
3.035 -0.396501 0.0178295 -0.396501 -0.396501 1.55732e-06
3.036 -0.397016 0.0174969 -0.397016 -0.397016 1.55728e-06
3.037 -0.397526 0.0171674 -0.397526 -0.397526 1.55725e-06
3.038 -0.398032 0.016841 -0.398032 -0.398032 1.55721e-06
3.039 -0.398532 0.0165178 -0.398532 -0.398532 1.55718e-06
3.04 -0.399028 0.0161976 -0.399028 -0.399028 1.55715e-06
3.041 -0.399519 0.0158806 -0.399519 -0.399519 1.55712e-06
3.042 -0.400004 0.0155667 -0.400004 -0.400004 1.55708e-06
3.043 -0.400485 0.015256 -0.400485 -0.400485 1.55705e-06
3.044 -0.400961 0.0149483 -0.400961 -0.400962 1.55702e-06
3.045 -0.401433 0.0146438 -0.401433 -0.401433 1.55699e-06
3.046 -0.401899 0.0143424 -0.401899 -0.401899 1.55696e-06
3.047 -0.402361 0.0140442 -0.402361 -0.402361 1.55693e-06
3.048 -0.402817 0.013749 -0.402817 -0.402817 1.5569e-06
3.049 -0.403269 0.013457 -0.403269 -0.403269 1.55687e-06
3.05 -0.403716 0.0131682 -0.403716 -0.403716 1.55684e-06
3.051 -0.404158 0.0128824 -0.404158 -0.404158 1.55682e-06
3.052 -0.404595 0.0125998 -0.404595 -0.404595 1.55679e-06
3.053 -0.405027 0.0123203 -0.405027 -0.405027 1.55676e-06
3.054 -0.405454 0.0120439 -0.405454 -0.405454 1.55673e-06
3.055 -0.405877 0.0117707 -0.405877 -0.405877 1.55671e-06
3.056 -0.406294 0.0115005 -0.406294 -0.406294 1.55668e-06
3.057 -0.406707 0.0112336 -0.406707 -0.406707 1.55666e-06
3.058 -0.407115 0.0109697 -0.407115 -0.407115 1.55663e-06
3.059 -0.407518 0.010709 -0.407518 -0.407518 1.55661e-06
3.06 -0.407916 0.0104514 -0.407916 -0.407916 1.55658e-06
3.061 -0.408309 0.0101969 -0.408309 -0.408309 1.55656e-06
3.062 -0.408697 0.00994556 -0.408697 -0.408697 1.55653e-06
3.063 -0.409081 0.00969736 -0.409081 -0.409081 1.55651e-06
3.064 -0.409459 0.00945228 -0.409459 -0.409459 1.55649e-06
3.065 -0.409833 0.00921034 -0.409833 -0.409833 1.55647e-06
3.066 -0.410202 0.00897153 -0.410202 -0.410202 1.55644e-06
3.067 -0.410566 0.00873585 -0.410566 -0.410566 1.55642e-06
3.068 -0.410925 0.0085033 -0.410925 -0.410925 1.5564e-06
3.069 -0.411279 0.00827389 -0.411279 -0.411279 1.55638e-06
3.07 -0.411628 0.0080476 -0.411628 -0.411628 1.55636e-06
3.071 -0.411973 0.00782446 -0.411973 -0.411973 1.55634e-06
3.072 -0.412312 0.00760444 -0.412312 -0.412312 1.55632e-06
3.073 -0.412647 0.00738756 -0.412647 -0.412647 1.5563e-06
3.074 -0.412976 0.00717381 -0.412976 -0.412977 1.55628e-06
3.075 -0.413301 0.00696319 -0.413301 -0.413301 1.55626e-06
3.076 -0.413621 0.00675571 -0.413621 -0.413621 1.55624e-06
3.077 -0.413936 0.00655137 -0.413936 -0.413936 1.55622e-06
3.078 -0.414247 0.00635016 -0.414247 -0.414247 1.55621e-06
3.079 -0.414552 0.00615208 -0.414552 -0.414552 1.55619e-06
3.08 -0.414852 0.00595714 -0.414852 -0.414852 1.55617e-06
3.081 -0.415148 0.00576533 -0.415148 -0.415148 1.55615e-06
3.082 -0.415439 0.00557666 -0.415439 -0.415439 1.55614e-06
3.083 -0.415724 0.00539113 -0.415724 -0.415724 1.55612e-06
3.084 -0.416005 0.00520873 -0.416005 -0.416005 1.5561e-06
3.085 -0.416281 0.00502947 -0.416281 -0.416281 1.55609e-06
3.086 -0.416553 0.00485334 -0.416553 -0.416553 1.55607e-06
