x y yRK4 yRK5 h
13.6 0.0464836 0.0464836 0.0464764 0.02
13.7 0.0459064 0.0459064 0.0458994 0.02
13.8 0.0453403 0.0453403 0.0453333 0.02
13.9 0.0447849 0.0447849 0.044778 0.02
14 0.0442402 0.0442402 0.0442334 0.02
14.1 0.043706 0.043706 0.0436993 0.02
14.2 0.0431822 0.0431822 0.0431755 0.02
14.3 0.0426686 0.0426686 0.042662 0.02
14.4 0.042165 0.042165 0.0421585 0.02
14.5 0.0416713 0.0416713 0.0416649 0.02
14.6 0.0411874 0.0411874 0.0411811 0.02
14.7 0.0407131 0.0407131 0.0407069 0.02
14.8 0.0402483 0.0402483 0.0402421 0.02
14.9 0.0397927 0.0397927 0.0397866 0.02
15 0.0393463 0.0393463 0.0393403 0.02
15.1 0.0389089 0.0389089 0.038903 0.02
15.2 0.0384804 0.0384804 0.0384746 0.02
15.3 0.0380607 0.0380607 0.0380549 0.02
15.4 0.0376495 0.0376495 0.0376438 0.02
15.5 0.0372467 0.0372467 0.0372411 0.02
15.6 0.0368523 0.0368523 0.0368468 0.02
15.7 0.036466 0.036466 0.0364606 0.02
15.8 0.0360877 0.0360877 0.0360824 0.02
15.9 0.0357174 0.0357174 0.0357121 0.02
16 0.0353548 0.0353548 0.0353496 0.02
16.1 0.0349998 0.0349998 0.0349946 0.02
16.2 0.0346523 0.0346523 0.0346472 0.02
16.3 0.0343121 0.0343121 0.0343071 0.02
16.4 0.0339792 0.0339792 0.0339743 0.02
16.5 0.0336533 0.0336533 0.0336485 0.02
16.6 0.0333345 0.0333345 0.0333297 0.02
16.7 0.0330225 0.0330225 0.0330178 0.02
16.8 0.0327172 0.0327172 0.0327126 0.02
16.9 0.0324185 0.0324185 0.0324139 0.02
17 0.0321262 0.0321262 0.0321218 0.02
17.1 0.0318404 0.0318404 0.031836 0.02
17.2 0.0315607 0.0315607 0.0315564 0.02
17.3 0.0312872 0.0312872 0.031283 0.02
17.4 0.0310197 0.0310197 0.0310155 0.02
17.5 0.030758 0.030758 0.030754 0.02
17.6 0.0305022 0.0305022 0.0304982 0.02
17.7 0.030252 0.030252 0.030248 0.02
17.8 0.0300073 0.0300073 0.0300035 0.02
17.9 0.0297682 0.0297682 0.0297643 0.02
18 0.0295343 0.0295343 0.0295306 0.02
18.1 0.0293057 0.0293057 0.029302 0.02
18.2 0.0290822 0.0290822 0.0290786 0.02
18.3 0.0288637 0.0288637 0.0288602 0.02
18.4 0.0286502 0.0286502 0.0286467 0.02
18.5 0.0284414 0.0284414 0.028438 0.02
18.6 0.0282374 0.0282374 0.0282341 0.02
18.7 0.0280381 0.0280381 0.0280348 0.02
18.8 0.0278433 0.0278433 0.02784 0.02
18.9 0.0276529 0.0276529 0.0276497 0.02
19 0.0274669 0.0274669 0.0274637 0.02
19.1 0.0272851 0.0272851 0.027282 0.02
19.2 0.0271075 0.0271075 0.0271045 0.02
19.3 0.026934 0.026934 0.0269311 0.02
19.4 0.0267645 0.0267645 0.0267616 0.02
19.5 0.0265989 0.0265989 0.0265961 0.02
19.6 0.0264372 0.0264372 0.0264344 0.02
19.7 0.0262791 0.0262791 0.0262764 0.02
19.8 0.0261248 0.0261248 0.0261221 0.02
19.9 0.0259741 0.0259741 0.0259714 0.02
20 0.0258268 0.0258268 0.0258243 0.02
20.1 0.025683 0.025683 0.0256805 0.02
20.2 0.0255426 0.0255426 0.0255401 0.02
20.3 0.0254055 0.0254055 0.0254031 0.02
20.4 0.0252716 0.0252716 0.0252692 0.02
20.5 0.0251408 0.0251408 0.0251385 0.02
20.6 0.0250131 0.0250131 0.0250108 0.02
20.7 0.0248884 0.0248884 0.0248862 0.02
20.8 0.0247667 0.0247667 0.0247645 0.02
20.9 0.0246478 0.0246478 0.0246457 0.02
21 0.0245318 0.0245318 0.0245297 0.02
21.1 0.0244185 0.0244185 0.0244164 0.02
21.2 0.0243079 0.0243079 0.0243059 0.02
21.3 0.0241999 0.0241999 0.0241979 0.02
21.4 0.0240945 0.0240945 0.0240926 0.02
21.5 0.0239916 0.0239916 0.0239897 0.02
21.6 0.0238912 0.0238912 0.0238893 0.02
21.7 0.0237931 0.0237931 0.0237913 0.02
21.8 0.0236974 0.0236974 0.0236957 0.02
21.9 0.023604 0.023604 0.0236023 0.02
22 0.0235129 0.0235129 0.0235112 0.02
22.1 0.0234239 0.0234239 0.0234223 0.02
22.2 0.0233371 0.0233371 0.0233355 0.02
22.3 0.0232523 0.0232523 0.0232508 0.02
22.4 0.0231696 0.0231696 0.0231681 0.02
22.5 0.0230889 0.0230889 0.0230874 0.02
22.6 0.0230102 0.0230102 0.0230087 0.02
22.7 0.0229333 0.0229333 0.0229318 0.02
22.8 0.0228583 0.0228583 0.0228569 0.02
22.9 0.0227851 0.0227851 0.0227837 0.02
23 0.0227137 0.0227137 0.0227123 0.02
23.1 0.022644 0.022644 0.0226427 0.02
23.2 0.022576 0.022576 0.0225747 0.02
23.3 0.0225096 0.0225096 0.0225084 0.02
23.4 0.0224449 0.0224449 0.0224437 0.02
23.5 0.0223817 0.0223817 0.0223805 0.02
23.6 0.0223201 0.0223201 0.0223189 0.02
23.7 0.02226 0.02226 0.0222588 0.02
23.8 0.0222013 0.0222013 0.0222002 0.02
23.9 0.0221441 0.0221441 0.022143 0.02
24 0.0220883 0.0220883 0.0220872 0.02
24.1 0.0220338 0.0220338 0.0220327 0.02
24.2 0.0219807 0.0219807 0.0219796 0.02
24.3 0.0219288 0.0219288 0.0219278 0.02
24.4 0.0218782 0.0218782 0.0218773 0.02
24.5 0.0218289 0.0218289 0.0218279 0.02
24.6 0.0217808 0.0217808 0.0217798 0.02
24.7 0.0217338 0.0217338 0.0217329 0.02
24.8 0.021688 0.021688 0.0216871 0.02
24.9 0.0216433 0.0216433 0.0216425 0.02
25 0.0215998 0.0215998 0.0215989 0.02
25.1 0.0215573 0.0215573 0.0215564 0.02
25.2 0.0215158 0.0215158 0.021515 0.02
25.3 0.0214753 0.0214753 0.0214746 0.02
25.4 0.0214359 0.0214359 0.0214351 0.02
25.5 0.0213974 0.0213974 0.0213967 0.02
25.6 0.0213599 0.0213599 0.0213591 0.02
25.7 0.0213233 0.0213233 0.0213225 0.02
25.8 0.0212876 0.0212876 0.0212869 0.02
25.9 0.0212527 0.0212527 0.021252 0.02
26 0.0212188 0.0212188 0.0212181 0.02
26.1 0.0211856 0.0211856 0.021185 0.02
26.2 0.0211533 0.0211533 0.0211527 0.02
26.3 0.0211218 0.0211218 0.0211212 0.02
26.4 0.0210911 0.0210911 0.0210905 0.02
26.5 0.0210611 0.0210611 0.0210605 0.02
26.6 0.0210318 0.0210318 0.0210313 0.02
26.7 0.0210033 0.0210033 0.0210028 0.02
26.8 0.0209755 0.0209755 0.020975 0.02
26.9 0.0209484 0.0209484 0.0209479 0.02
27 0.0209219 0.0209219 0.0209214 0.02
27.1 0.0208961 0.0208961 0.0208956 0.02
27.2 0.020871 0.020871 0.0208705 0.02
27.3 0.0208464 0.0208464 0.020846 0.02
27.4 0.0208225 0.0208225 0.020822 0.02
27.5 0.0207992 0.0207992 0.0207987 0.02
27.6 0.0207764 0.0207764 0.020776 0.02
27.7 0.0207542 0.0207542 0.0207538 0.02
27.8 0.0207326 0.0207326 0.0207322 0.02
27.9 0.0207115 0.0207115 0.0207111 0.02
28 0.0206909 0.0206909 0.0206905 0.02
28.1 0.0206708 0.0206708 0.0206704 0.02
28.2 0.0206513 0.0206513 0.0206509 0.02
28.3 0.0206322 0.0206322 0.0206318 0.02
28.4 0.0206136 0.0206136 0.0206132 0.02
28.5 0.0205954 0.0205954 0.020595 0.02
28.6 0.0205777 0.0205777 0.0205773 0.02
28.7 0.0205604 0.0205604 0.0205601 0.02
28.8 0.0205436 0.0205436 0.0205433 0.02
28.9 0.0205272 0.0205272 0.0205269 0.02
29 0.0205112 0.0205112 0.0205109 0.02
29.1 0.0204956 0.0204956 0.0204953 0.02
29.2 0.0204804 0.0204804 0.0204801 0.02
29.3 0.0204655 0.0204655 0.0204652 0.02
29.4 0.0204511 0.0204511 0.0204508 0.02
29.5 0.0204369 0.0204369 0.0204367 0.02
29.6 0.0204232 0.0204232 0.0204229 0.02
29.7 0.0204098 0.0204098 0.0204095 0.02
29.8 0.0203967 0.0203967 0.0203964 0.02
29.9 0.0203839 0.0203839 0.0203837 0.02
30 0.0203715 0.0203715 0.0203712 0.02
30.1 0.0203594 0.0203594 0.0203591 0.02
30.2 0.0203475 0.0203475 0.0203473 0.02
30.3 0.020336 0.020336 0.0203358 0.02
30.4 0.0203247 0.0203247 0.0203245 0.02
30.5 0.0203138 0.0203138 0.0203136 0.02
30.6 0.0203031 0.0203031 0.0203029 0.02
30.7 0.0202927 0.0202927 0.0202924 0.02
30.8 0.0202825 0.0202825 0.0202823 0.02
30.9 0.0202726 0.0202726 0.0202724 0.02
31 0.0202629 0.0202629 0.0202627 0.02
31.1 0.0202535 0.0202535 0.0202533 0.02
31.2 0.0202443 0.0202443 0.0202441 0.02
31.3 0.0202353 0.0202353 0.0202352 0.02
31.4 0.0202266 0.0202266 0.0202264 0.02
31.5 0.0202181 0.0202181 0.0202179 0.02
31.6 0.0202098 0.0202098 0.0202096 0.02
31.7 0.0202017 0.0202017 0.0202015 0.02
31.8 0.0201938 0.0201938 0.0201936 0.02
31.9 0.0201861 0.0201861 0.0201859 0.02
32 0.0201786 0.0201786 0.0201784 0.02
32.1 0.0201713 0.0201713 0.0201711 0.02
32.2 0.0201641 0.0201641 0.020164 0.02
32.3 0.0201572 0.0201572 0.020157 0.02
32.4 0.0201504 0.0201504 0.0201502 0.02
32.5 0.0201438 0.0201438 0.0201436 0.02
32.6 0.0201373 0.0201373 0.0201372 0.02
32.7 0.020131 0.020131 0.0201309 0.02
32.8 0.0201249 0.0201249 0.0201248 0.02
32.9 0.0201189 0.0201189 0.0201188 0.02
33 0.0201131 0.0201131 0.0201129 0.02
33.1 0.0201074 0.0201074 0.0201073 0.02
33.2 0.0201018 0.0201018 0.0201017 0.02
33.3 0.0200964 0.0200964 0.0200963 0.02
33.4 0.0200912 0.0200912 0.0200911 0.02
33.5 0.020086 0.020086 0.0200859 0.02
33.6 0.020081 0.020081 0.0200809 0.02
33.7 0.0200761 0.0200761 0.020076 0.02
33.8 0.0200714 0.0200714 0.0200713 0.02
33.9 0.0200667 0.0200667 0.0200666 0.02
34 0.0200622 0.0200622 0.0200621 0.02
34.1 0.0200578 0.0200578 0.0200577 0.02
34.2 0.0200535 0.0200535 0.0200534 0.02
34.3 0.0200493 0.0200493 0.0200492 0.02
34.4 0.0200452 0.0200452 0.0200451 0.02
34.5 0.0200412 0.0200412 0.0200411 0.02
34.6 0.0200373 0.0200373 0.0200372 0.02
34.7 0.0200335 0.0200335 0.0200334 0.02
34.8 0.0200298 0.0200298 0.0200298 0.02
34.9 0.0200262 0.0200262 0.0200262 0.02
35 0.0200227 0.0200227 0.0200226 0.02
35.1 0.0200193 0.0200193 0.0200192 0.02
35.2 0.0200159 0.0200159 0.0200159 0.02
35.3 0.0200127 0.0200127 0.0200126 0.02
35.4 0.0200095 0.0200095 0.0200094 0.02
35.5 0.0200064 0.0200064 0.0200063 0.02
35.6 0.0200034 0.0200034 0.0200033 0.02
35.7 0.0200004 0.0200004 0.0200004 0.02
35.8 0.0199976 0.0199976 0.0199975 0.02
35.9 0.0199948 0.0199948 0.0199947 0.02
36 0.0199921 0.0199921 0.019992 0.02
36.1 0.0199894 0.0199894 0.0199893 0.02
36.2 0.0199868 0.0199868 0.0199867 0.02
36.3 0.0199843 0.0199843 0.0199842 0.02
36.4 0.0199818 0.0199818 0.0199818 0.02
36.5 0.0199794 0.0199794 0.0199794 0.02
36.6 0.0199771 0.0199771 0.019977 0.02
36.7 0.0199748 0.0199748 0.0199747 0.02
36.8 0.0199725 0.0199725 0.0199725 0.02
36.9 0.0199704 0.0199704 0.0199703 0.02
37 0.0199683 0.0199683 0.0199682 0.02
37.1 0.0199662 0.0199662 0.0199661 0.02
37.2 0.0199642 0.0199642 0.0199641 0.02
37.3 0.0199622 0.0199622 0.0199622 0.02
37.4 0.0199603 0.0199603 0.0199603 0.02
37.5 0.0199584 0.0199584 0.0199584 0.02
37.6 0.0199566 0.0199566 0.0199566 0.02
37.7 0.0199548 0.0199548 0.0199548 0.02
37.8 0.0199531 0.0199531 0.0199531 0.02
37.9 0.0199514 0.0199514 0.0199514 0.02
38 0.0199498 0.0199498 0.0199498 0.02
38.1 0.0199482 0.0199482 0.0199481 0.02
38.2 0.0199466 0.0199466 0.0199466 0.02
38.3 0.0199451 0.0199451 0.0199451 0.02
38.4 0.0199436 0.0199436 0.0199436 0.02
38.5 0.0199422 0.0199422 0.0199421 0.02
38.6 0.0199408 0.0199408 0.0199407 0.02
38.7 0.0199394 0.0199394 0.0199393 0.02
38.8 0.019938 0.019938 0.019938 0.02
38.9 0.0199367 0.0199367 0.0199367 0.02
39 0.0199354 0.0199354 0.0199354 0.02
39.1 0.0199342 0.0199342 0.0199342 0.02
39.2 0.019933 0.019933 0.019933 0.02
39.3 0.0199318 0.0199318 0.0199318 0.02
39.4 0.0199307 0.0199307 0.0199306 0.02
39.5 0.0199295 0.0199295 0.0199295 0.02
39.6 0.0199284 0.0199284 0.0199284 0.02
39.7 0.0199274 0.0199274 0.0199273 0.02
39.8 0.0199263 0.0199263 0.0199263 0.02
39.9 0.0199253 0.0199253 0.0199253 0.02
40 0.0199243 0.0199243 0.0199243 0.02
40.1 0.0199234 0.0199234 0.0199233 0.02
40.2 0.0199224 0.0199224 0.0199224 0.02
40.3 0.0199215 0.0199215 0.0199215 0.02
40.4 0.0199206 0.0199206 0.0199206 0.02
40.5 0.0199197 0.0199197 0.0199197 0.02
40.6 0.0199189 0.0199189 0.0199189 0.02
40.7 0.0199181 0.0199181 0.019918 0.02
40.8 0.0199172 0.0199172 0.0199172 0.02
40.9 0.0199165 0.0199165 0.0199164 0.02
41 0.0199157 0.0199157 0.0199157 0.02
41.1 0.0199149 0.0199149 0.0199149 0.02
41.2 0.0199142 0.0199142 0.0199142 0.02
41.3 0.0199135 0.0199135 0.0199135 0.02
41.4 0.0199128 0.0199128 0.0199128 0.02
41.5 0.0199121 0.0199121 0.0199121 0.02
41.6 0.0199115 0.0199115 0.0199115 0.02
41.7 0.0199108 0.0199108 0.0199108 0.02
41.8 0.0199102 0.0199102 0.0199102 0.02
41.9 0.0199096 0.0199096 0.0199096 0.02
42 0.019909 0.019909 0.019909 0.02
42.1 0.0199084 0.0199084 0.0199084 0.02
42.2 0.0199078 0.0199078 0.0199078 0.02
42.3 0.0199073 0.0199073 0.0199073 0.02
42.4 0.0199067 0.0199067 0.0199067 0.02
42.5 0.0199062 0.0199062 0.0199062 0.02
42.6 0.0199057 0.0199057 0.0199057 0.02
42.7 0.0199052 0.0199052 0.0199052 0.02
42.8 0.0199047 0.0199047 0.0199047 0.02
42.9 0.0199042 0.0199042 0.0199042 0.02
43 0.0199038 0.0199038 0.0199038 0.02
43.1 0.0199033 0.0199033 0.0199033 0.02
43.2 0.0199029 0.0199029 0.0199029 0.02
43.3 0.0199025 0.0199025 0.0199025 0.02
43.4 0.019902 0.019902 0.019902 0.02
43.5 0.0199016 0.0199016 0.0199016 0.02
43.6 0.0199012 0.0199012 0.0199012 0.02
43.7 0.0199009 0.0199009 0.0199008 0.02
43.8 0.0199005 0.0199005 0.0199005 0.02
43.9 0.0199001 0.0199001 0.0199001 0.02
44 0.0198998 0.0198998 0.0198997 0.02
44.1 0.0198994 0.0198994 0.0198994 0.02
44.2 0.0198991 0.0198991 0.0198991 0.02
44.3 0.0198987 0.0198987 0.0198987 0.02
44.4 0.0198984 0.0198984 0.0198984 0.02
44.5 0.0198981 0.0198981 0.0198981 0.02
44.6 0.0198978 0.0198978 0.0198978 0.02
44.7 0.0198975 0.0198975 0.0198975 0.02
44.8 0.0198972 0.0198972 0.0198972 0.02
44.9 0.0198969 0.0198969 0.0198969 0.02
45 0.0198966 0.0198966 0.0198966 0.02
45.1 0.0198963 0.0198963 0.0198963 0.02
45.2 0.0198961 0.0198961 0.0198961 0.02
45.3 0.0198958 0.0198958 0.0198958 0.02
45.4 0.0198956 0.0198956 0.0198956 0.02
45.5 0.0198953 0.0198953 0.0198953 0.02
45.6 0.0198951 0.0198951 0.0198951 0.02
45.7 0.0198949 0.0198949 0.0198948 0.02
45.8 0.0198946 0.0198946 0.0198946 0.02
45.9 0.0198944 0.0198944 0.0198944 0.02
46 0.0198942 0.0198942 0.0198942 0.02
46.1 0.019894 0.019894 0.019894 0.02
46.2 0.0198938 0.0198938 0.0198938 0.02
46.3 0.0198936 0.0198936 0.0198936 0.02
46.4 0.0198934 0.0198934 0.0198934 0.02
46.5 0.0198932 0.0198932 0.0198932 0.02
46.6 0.019893 0.019893 0.019893 0.02
46.7 0.0198928 0.0198928 0.0198928 0.02
46.8 0.0198926 0.0198926 0.0198926 0.02
46.9 0.0198925 0.0198925 0.0198925 0.02
47 0.0198923 0.0198923 0.0198923 0.02
47.1 0.0198921 0.0198921 0.0198921 0.02
47.2 0.019892 0.019892 0.019892 0.02
47.3 0.0198918 0.0198918 0.0198918 0.02
47.4 0.0198917 0.0198917 0.0198917 0.02
47.5 0.0198915 0.0198915 0.0198915 0.02
47.6 0.0198914 0.0198914 0.0198914 0.02
47.7 0.0198912 0.0198912 0.0198912 0.02
47.8 0.0198911 0.0198911 0.0198911 0.02
47.9 0.019891 0.019891 0.019891 0.02
48 0.0198908 0.0198908 0.0198908 0.02
48.1 0.0198907 0.0198907 0.0198907 0.02
48.2 0.0198906 0.0198906 0.0198906 0.02
48.3 0.0198905 0.0198905 0.0198905 0.02
48.4 0.0198904 0.0198904 0.0198903 0.02
48.5 0.0198902 0.0198902 0.0198902 0.02
48.6 0.0198901 0.0198901 0.0198901 0.02
48.7 0.01989 0.01989 0.01989 0.02
48.8 0.0198899 0.0198899 0.0198899 0.02
48.9 0.0198898 0.0198898 0.0198898 0.02
49 0.0198897 0.0198897 0.0198897 0.02
49.1 0.0198896 0.0198896 0.0198896 0.02
49.2 0.0198895 0.0198895 0.0198895 0.02
49.3 0.0198894 0.0198894 0.0198894 0.02
49.4 0.0198893 0.0198893 0.0198893 0.02
49.5 0.0198892 0.0198892 0.0198892 0.02
49.6 0.0198891 0.0198891 0.0198891 0.02
49.7 0.0198891 0.0198891 0.0198891 0.02
49.8 0.019889 0.019889 0.019889 0.02
49.9 0.0198889 0.0198889 0.0198889 0.02
50 0.0198888 0.0198888 0.0198888 0.02
50.1 0.0198887 0.0198887 0.0198887 0.02
50.2 0.0198887 0.0198887 0.0198887 0.02
50.3 0.0198886 0.0198886 0.0198886 0.02
50.4 0.0198885 0.0198885 0.0198885 0.02
50.5 0.0198885 0.0198885 0.0198885 0.02
50.6 0.0198884 0.0198884 0.0198884 0.02
50.7 0.0198883 0.0198883 0.0198883 0.02
50.8 0.0198883 0.0198883 0.0198883 0.02
50.9 0.0198882 0.0198882 0.0198882 0.02
51 0.0198881 0.0198881 0.0198881 0.02
51.1 0.0198881 0.0198881 0.0198881 0.02
51.2 0.019888 0.019888 0.019888 0.02
51.3 0.019888 0.019888 0.019888 0.02
51.4 0.0198879 0.0198879 0.0198879 0.02
51.5 0.0198879 0.0198879 0.0198879 0.02
51.6 0.0198878 0.0198878 0.0198878 0.02
51.7 0.0198878 0.0198878 0.0198878 0.02
51.8 0.0198877 0.0198877 0.0198877 0.02
51.9 0.0198877 0.0198877 0.0198877 0.02
52 0.0198876 0.0198876 0.0198876 0.02
52.1 0.0198876 0.0198876 0.0198876 0.02
52.2 0.0198875 0.0198875 0.0198875 0.02
52.3 0.0198875 0.0198875 0.0198875 0.02
52.4 0.0198874 0.0198874 0.0198874 0.02
52.5 0.0198874 0.0198874 0.0198874 0.02
52.6 0.0198873 0.0198873 0.0198873 0.02
52.7 0.0198873 0.0198873 0.0198873 0.02
52.8 0.0198873 0.0198873 0.0198873 0.02
52.9 0.0198872 0.0198872 0.0198872 0.02
53 0.0198872 0.0198872 0.0198872 0.02
53.1 0.0198872 0.0198872 0.0198872 0.02
53.2 0.0198871 0.0198871 0.0198871 0.02
53.3 0.0198871 0.0198871 0.0198871 0.02
53.4 0.0198871 0.0198871 0.0198871 0.02
53.5 0.019887 0.019887 0.019887 0.02
53.6 0.019887 0.019887 0.019887 0.02
53.7 0.019887 0.019887 0.019887 0.02
53.8 0.0198869 0.0198869 0.0198869 0.02
53.9 0.0198869 0.0198869 0.0198869 0.02
54 0.0198869 0.0198869 0.0198869 0.02
54.1 0.0198868 0.0198868 0.0198868 0.02
54.2 0.0198868 0.0198868 0.0198868 0.02
54.3 0.0198868 0.0198868 0.0198868 0.02
54.4 0.0198868 0.0198868 0.0198868 0.02
54.5 0.0198867 0.0198867 0.0198867 0.02
